1.01325,0,-239.2584541
1.01325,0.05,-229.450582
1.01325,0.1,-219.6426262
1.01325,0.15,-209.8345448
1.01325,0.2,-200.0262959
1.01325,0.25,-190.2179633
1.01325,0.3,-180.4095051
1.01325,0.35,-170.6008794
1.01325,0.4,-160.7921699
1.01325,0.45,-150.983293
1.01325,0.5,-141.1743324
1.01325,0.55,-131.3652043
1.01325,0.6,-121.5559924
1.01325,0.65,-111.7466131
1.01325,0.7,-101.93715
1.01325,0.75,-92.12756137
1.01325,0.8,-82.31780524
1.01325,0.85,-72.50796536
1.01325,0.9,-62.69799989
1.01325,0.95,-52.88786694
1.01325,1,-43.07765026
