1.01325,0,-0.035896007
1.01325,0.05,-0.036931989
1.01325,0.1,-0.038565963
1.01325,0.15,-0.040440368
1.01325,0.2,-0.042480278
1.01325,0.25,-0.04465105
1.01325,0.3,-0.046933065
1.01325,0.35,-0.049314182
1.01325,0.4,-0.051786739
1.01325,0.45,-0.054345836
1.01325,0.5,-0.056988879
1.01325,0.55,-0.05971503
1.01325,0.6,-0.062525085
1.01325,0.65,-0.065421723
1.01325,0.7,-0.068409758
1.01325,0.75,-0.071496937
1.01325,0.8,-0.074695359
1.01325,0.85,-0.078024619
1.01325,0.9,-0.081519382
1.01325,0.95,-0.085254636
1.01325,1,-0.089587848
