1.01325,0,-281.6952728
1.01325,0.05,-255.0897079
1.01325,0.1,-225.0409187
1.01325,0.15,-209.9741327
1.01325,0.2,-200.1666793
1.01325,0.25,-190.3591003
1.01325,0.3,-180.5513957
1.01325,0.35,-170.7435655
1.01325,0.4,-160.9356097
1.01325,0.45,-151.1274864
1.01325,0.5,-141.3192794
1.01325,0.55,-131.5109468
1.01325,0.6,-121.7024467
1.01325,0.65,-111.8938629
1.01325,0.7,-102.0851534
1.01325,0.75,-92.27627651
1.01325,0.8,-82.46731586
1.01325,0.85,-72.65818775
1.01325,0.9,-62.8489759
1.01325,0.95,-53.03959657
1.01325,1,-43.23013351
