1.01325,0,-281.4465768
1.01325,0.05,-229.4851231
1.01325,0.1,-219.6773348
1.01325,0.15,-209.8694627
1.01325,0.2,-200.0614232
1.01325,0.25,-190.253258
1.01325,0.3,-180.4449673
1.01325,0.35,-170.6365928
1.01325,0.4,-160.8280508
1.01325,0.45,-151.0193832
1.01325,0.5,-141.2105901
1.01325,0.55,-131.4016713
1.01325,0.6,-121.5926269
1.01325,0.65,-111.7834569
1.01325,0.7,-101.9742032
1.01325,0.75,-92.16478202
1.01325,0.8,-82.35523523
1.01325,0.85,-72.54556283
1.01325,0.9,-62.73576482
1.01325,0.95,-52.92584122
1.01325,1,-43.11583387
