1.01325,0,-0.036708577
1.01325,0.05,-0.037749374
1.01325,0.1,-0.039388154
1.01325,0.15,-0.041267349
1.01325,0.2,-0.043312069
1.01325,0.25,-0.045487572
1.01325,0.3,-0.047774361
1.01325,0.35,-0.05016025
1.01325,0.4,-0.052637496
1.01325,0.45,-0.055201325
1.01325,0.5,-0.057849099
1.01325,0.55,-0.060579898
1.01325,0.6,-0.063394642
1.01325,0.65,-0.066295968
1.01325,0.7,-0.069288693
1.01325,0.75,-0.072380519
1.01325,0.8,-0.075583547
1.01325,0.85,-0.078917454
1.01325,0.9,-0.082416865
1.01325,0.95,-0.086156682
1.01325,1,-0.0904945
