1.01325,0,-0.036617401
1.01325,0.05,-0.037657674
1.01325,0.1,-0.039295927
1.01325,0.15,-0.041174599
1.01325,0.2,-0.043218787
1.01325,0.25,-0.045393788
1.01325,0.3,-0.047680032
1.01325,0.35,-0.050065378
1.01325,0.4,-0.052542163
1.01325,0.45,-0.055105447
1.01325,0.5,-0.057752719
1.01325,0.55,-0.060483015
1.01325,0.6,-0.063297257
1.01325,0.65,-0.066198039
1.01325,0.7,-0.069190261
1.01325,0.75,-0.072281585
1.01325,0.8,-0.07548411
1.01325,0.85,-0.078817515
1.01325,0.9,-0.082316382
1.01325,0.95,-0.086055738
1.01325,1,-0.090393054
