1.01325,0,-0.391931665
1.01325,0.05,-0.37583522
1.01325,0.1,-0.360337528
1.01325,0.15,-0.345080955
1.01325,0.2,-0.329990597
1.01325,0.25,-0.315031789
1.01325,0.3,-0.300184935
1.01325,0.35,-0.285437853
1.01325,0.4,-0.270782881
1.01325,0.45,-0.256215162
1.01325,0.5,-0.241732057
1.01325,0.55,-0.227332647
1.01325,0.6,-0.213017894
1.01325,0.65,-0.198790353
1.01325,0.7,-0.184654837
1.01325,0.75,-0.170619134
1.01325,0.8,-0.156695302
1.01325,0.85,-0.142902937
1.01325,0.9,-0.129276787
1.01325,0.95,-0.115891629
1.01325,1,-0.103105142
