1.01325,0,-0.035985416
1.01325,0.05,-0.037021942
1.01325,0.1,-0.038656456
1.01325,0.15,-0.040531402
1.01325,0.2,-0.042571885
1.01325,0.25,-0.044743159
1.01325,0.3,-0.047025719
1.01325,0.35,-0.04940738
1.01325,0.4,-0.051880439
1.01325,0.45,-0.054440081
1.01325,0.5,-0.057083669
1.01325,0.55,-0.059810322
1.01325,0.6,-0.062620921
1.01325,0.65,-0.065518103
1.01325,0.7,-0.068506641
1.01325,0.75,-0.071594364
1.01325,0.8,-0.074793288
1.01325,0.85,-0.078123092
1.01325,0.9,-0.0816184
1.01325,0.95,-0.085354114
1.01325,1,-0.089687871
