1.01325,0,-238.9836326
1.01325,0.05,-229.1741695
1.01325,0.1,-219.3645808
1.01325,0.15,-209.5548666
1.01325,0.2,-199.7450686
1.01325,0.25,-189.9351031
1.01325,0.3,-180.125012
1.01325,0.35,-170.3147953
1.01325,0.4,-160.5044949
1.01325,0.45,-150.694027
1.01325,0.5,-140.8834754
1.01325,0.55,-131.0727982
1.01325,0.6,-121.2619953
1.01325,0.65,-111.451025
1.01325,0.7,-101.639971
1.01325,0.75,-91.82883319
1.01325,0.8,-82.01752794
1.01325,0.85,-72.20609708
1.01325,0.9,-62.39458249
1.01325,0.95,-52.58290043
1.01325,1,-42.77113463
