1.01325,0,-238.9492589
1.01325,0.05,-229.1395865
1.01325,0.1,-219.3297885
1.01325,0.15,-209.5198649
1.01325,0.2,-199.7098576
1.01325,0.25,-189.8996828
1.01325,0.3,-180.0893823
1.01325,0.35,-170.2789982
1.01325,0.4,-160.4684466
1.01325,0.45,-150.6578112
1.01325,0.5,-140.8470502
1.01325,0.55,-131.0361218
1.01325,0.6,-121.2251096
1.01325,0.65,-111.4139718
1.01325,0.7,-101.6027503
1.01325,0.75,-91.79136133
1.01325,0.8,-81.97984674
1.01325,0.85,-72.16824841
1.01325,0.9,-62.35652448
1.01325,0.95,-52.54463308
1.01325,1,-42.73265794
