1.01325,0,-239.0523798
1.01325,0.05,-229.2433354
1.01325,0.1,-219.4341655
1.01325,0.15,-209.6248699
1.01325,0.2,-199.8154487
1.01325,0.25,-190.0059019
1.01325,0.3,-180.1962295
1.01325,0.35,-170.3864315
1.01325,0.4,-160.5765079
1.01325,0.45,-150.7664587
1.01325,0.5,-140.9562838
1.01325,0.55,-131.1460253
1.01325,0.6,-121.3355993
1.01325,0.65,-111.5250895
1.01325,0.7,-101.7144123
1.01325,0.75,-91.90365131
1.01325,0.8,-82.09276474
1.01325,0.85,-72.28175256
1.01325,0.9,-62.47061478
1.01325,0.95,-52.6593514
1.01325,1,-42.84796241
