1.01325,0,-132.4542328
1.01325,0.05,-128.079278
1.01325,0.1,-123.7044488
1.01325,0.15,-119.3297871
1.01325,0.2,-114.9552929
1.01325,0.25,-110.5809242
1.01325,0.3,-106.2067231
1.01325,0.35,-101.8326894
1.01325,0.4,-97.45878128
1.01325,0.45,-93.08504066
1.01325,0.5,-88.71142565
1.01325,0.55,-84.3379781
1.01325,0.6,-79.96465616
1.01325,0.65,-75.5915017
1.01325,0.7,-71.2185147
1.01325,0.75,-66.84565331
1.01325,0.8,-62.47295939
1.01325,0.85,-58.10039107
1.01325,0.9,-53.72794836
1.01325,0.95,-49.35567312
1.01325,1,-44.98352348
