0.15,373,4.92E-05
0.15,374,0.000197327
0.15,375,0.000193861
0.15,376,0.000400866
0.15,377,0.000665573
0.15,378,0.000982105
0.15,379,0.0014056
0.15,380,0.00195041
0.15,381,0.00257153
0.15,382,0.00251423
0.15,383,0.00316211
0.15,384,0.00406031
0.15,385,0.005089
0.2,370,0.000364967
0.2,371,0.000651206
0.2,372,0.000971761
0.2,373,0.00134424
0.2,374,0.00193461
0.2,375,0.00190047
0.2,376,0.00252606
0.2,377,0.0031952
0.2,378,0.00389583
0.2,379,0.00482981
0.2,380,0.00598514
0.2,381,0.00719809
0.2,382,0.00703677
0.2,383,0.00819818
0.2,384,0.00986588
0.2,385,0.0116945
0.25,370,0.000865087
0.25,371,0.00146549
0.25,372,0.00208977
0.25,373,0.00277709
0.25,374,0.00385645
0.25,375,0.00378802
0.25,376,0.00487613
0.25,377,0.00599193
0.25,378,0.00711652
0.25,379,0.0086139
0.25,380,0.0104428
0.25,381,0.0123084
0.25,382,0.0120308
0.25,383,0.0137577
0.25,384,0.0162729
0.25,385,0.0189819
0.3,370,0.00142217
0.3,371,0.00237238
0.3,372,0.00333473
0.3,373,0.00437239
0.3,374,0.00599579
0.3,375,0.00588878
0.3,376,0.00749113
0.3,377,0.0091033
0.3,378,0.0106988
0.3,379,0.0128218
0.3,380,0.0153985
0.3,381,0.017988
0.3,382,0.0175796
0.3,383,0.0199329
0.3,384,0.0233872
0.3,385,0.027071
0.35,370,0.00204661
0.35,371,0.00338875
0.35,372,0.00472972
0.35,373,0.00615958
0.35,374,0.00839197
0.35,375,0.0082412
0.35,376,0.0104187
0.35,377,0.0125857
0.35,378,0.0147071
0.35,379,0.017529
0.35,380,0.0209406
0.35,381,0.0243378
0.35,382,0.0237809
0.35,383,0.0268319
0.35,384,0.0313324
0.35,385,0.0361013
0.4,370,0.00275162
0.4,371,0.00453603
0.4,372,0.00630405
0.4,373,0.00817607
0.4,374,0.0110949
0.4,375,0.0108941
0.4,376,0.0137194
0.4,377,0.0165109
0.4,378,0.0192238
0.4,379,0.0228314
0.4,380,0.0271815
0.4,381,0.0314856
0.4,382,0.0307591
0.4,383,0.0345921
0.4,384,0.0402656
0.4,385,0.04625
0.45,370,0.00355457
0.45,371,0.00584238
0.45,372,0.00809623
0.45,373,0.010471
0.45,374,0.0141704
0.45,375,0.0139117
0.45,376,0.0174727
0.45,377,0.0209728
0.45,378,0.0243565
0.45,379,0.0288548
0.45,380,0.0342684
0.45,381,0.0395992
0.45,382,0.0386768
0.45,383,0.0433932
0.45,384,0.0503923
0.45,385,0.0577488
0.5,370,0.0044773
0.5,371,0.00734321
0.5,372,0.0101546
0.5,373,0.0131061
0.5,374,0.0177005
0.5,375,0.0173743
0.5,376,0.021778
0.5,377,0.0260892
0.5,378,0.0302397
0.5,379,0.0357563
0.5,380,0.0423848
0.5,381,0.0488873
0.5,382,0.0477361
0.5,383,0.0534582
0.5,384,0.061967
0.5,385,0.0708843
0.55,370,0.00554909
0.55,371,0.00908596
0.55,372,0.0125441
0.55,373,0.0161639
0.55,374,0.0217954
0.55,375,0.0213894
0.55,376,0.0267683
0.55,377,0.032017
0.55,378,0.0370529
0.55,379,0.043745
0.55,380,0.0517752
0.55,381,0.0596277
0.55,382,0.0582062
0.55,383,0.0650836
0.55,384,0.0753279
0.55,385,0.0860368
0.6,370,0.00681086
0.6,371,0.0111369
0.6,372,0.0153549
0.6,373,0.0197596
0.6,374,0.0266087
0.6,375,0.0261067
0.6,376,0.0326286
0.6,377,0.038975
0.6,378,0.045046
0.6,379,0.0531121
0.6,380,0.0627795
0.6,381,0.0722063
0.6,382,0.0704602
0.6,383,0.0786806
0.6,384,0.0909434
0.6,385,0.103733
0.65,370,0.00831742
0.65,371,0.0135846
0.65,372,0.0187082
0.65,373,0.0240471
0.65,374,0.0323451
0.65,375,0.0317257
0.65,376,0.0396052
0.65,377,0.0472535
0.65,378,0.0545504
0.65,379,0.0642429
0.65,380,0.0758469
0.65,381,0.0871324
0.65,382,0.0849899
0.65,383,0.0947898
0.65,384,0.109428
0.65,385,0.124661
0.7,370,0.0101489
0.7,371,0.0165587
0.7,372,0.0227802
0.7,373,0.0292505
0.7,374,0.0393029
0.7,375,0.0385368
0.7,376,0.0480563
0.7,377,0.0572746
0.7,378,0.0660467
0.7,379,0.0776962
0.7,380,0.0916279
0.7,381,0.105142
0.7,382,0.102506
0.7,383,0.114191
0.75,370,0.0124241
0.75,371,0.0202509
0.75,372,0.0278321
0.75,373,0.0357017
0.75,374,0.0479226
0.75,375,0.0469681
0.75,376,0.0585091
0.75,377,0.0696587
0.75,378,0.0802411
0.8,370,0.015328
0.8,371,0.0249598
0.8,372,0.0342695
